class,khaiii_text
갈취 대화,내일 부탁 저 번 마지막 진짜 마지막 급하 진짜 없 입금 돈 가지 직접 올러 만들 직접 만나 가만두 입금 나쁘 만들 마
갈취 대화,아빠 급하 살 생기 빨리 보내 살 필요 알 없 빨리 보내 하 아빠 요즘 상황 안 좋 알 잖 거 짓말 치 마 아빠 돈 벌 잖 정도 있 아빠 주 정말 상황 진짜 짜증 나 소리 빨리 보내 아빠 미안 못 보 내주 아빠 서랍 있 통장 가져가 아들 아빠 얼른 구 하 조금 기다리
직장 내 괴롭힘 대화,부장 휴가 가 휴가 세 그치 먼저 기다리 사람 있 먼저 쓰 사람 임자 신입 왜 이리 싹수 없 그러 말 싸가지 괴롭히 이제 알 둔하 힝 울 나가
기타 괴롭힘 대화,집 가 때 가방 좀 들어주 어깨 안 좋 아까 배구 잘 놀 아프니 같 방향 친구 못 친구 늘 괴롭히 소리 가 편하 부탁 마 나 싫 나중 그만 좀 날 괴 롭 히 늘 괴롭히 죽 자꾸 럼 신고 학폭
직장 내 괴롭힘 대화,지금 보 작성 하 다시 수정 그렇 사람 보이 벌써 째 이래가 대리 일 맡 기 있 제대로 하 지금 대충 하 이러 프로젝트 망 치 책임지 최선 다 하 하 이제 앞 대리 맡기 없 일 맡기 때 밖 못 믿 맡기 실망 더 노력 늦 시작 사람 잘 하 참 다시 하
협박 대화,마지막 하 얘기 없 제발 목숨 살리 오늘 앞 데려오 하 잡 죽 애 들 치우 잠 시 시간 좀 더 주 어떻 데려 데려오 있 그냥 목숨 때우 이번 꼭 데려오 믿 그렇 말 마지막 다음 없 감사
갈취 대화,학교 다니 보 반갑 안녕 형 지갑 두 오 그러 도와주 지갑 내놓 이러 좋 말 내놓 험하 꼴 보 크 벌리 얼른 내놓 여기 말 잘 듣 고맙 아기
기타 괴롭힘 대화,어제 대신 동아리방 하 맞 맞 오 늘 당장 해 동방 라꾸라꾸 없 사 놓 돈 럼 돈 돈 없 박 이따 뒷골목 따라오
직장 내 괴롭힘 대화,김 대 리 일 쓰 보고 맞 머리 음 역시 텅 비 소리 듣 알 있 가락 국수 사리 안 들 공갈빵 맛있 대체 열등 유전자 가지 잘못 그냥 부모 원망 만 가보 되 가 가 가자 책상 꼬락서니 아주 대가리 정말 텅 비 하 일 없 비우 시간 남 아 돌 퇴사 상사 즈 아주 잘 파악 우연히 노트북 커피 쏟 미안 어떡하 손 기꺼이 닦 하 제대로 다루 못 하 노트북 그냥 쓰레기통 버리 일 못 커피 다시 타 같 저능아 하 있 알
직장 내 괴롭힘 대화,부장 드리 말씀 있 김 사 원 말 이번 남 휴가 쓰 휴가 휴가 같 소리 하 앉 지금 하 일 많 휴가 저번 안 하 아주 놀 쓰 안 휴가 휴가 보 고 오늘 써 정말 이러 기입 가 일 하 모자라 얼 죽 휴가 그 렇 오늘부 그만두 정말 너무 하 이렇 진짜 그만두
직장 내 괴롭힘 대화,김사원 부장 안녕 아직 일 많이 힘들 괜찮 원래 처음 다 힘들 시간 지나 기계 일 되 그렇 김 사원 흡연 안 사회생활 남자 담배 정도 펴 냐 어리 폐 안 좋 펴보 폐 완벽히 좋 사람 있 피 폐 건강 훈련 정말 괜찮 지금 직장 상사 먼저 손 내밀 이렇 거절 예의 알
기타 괴롭힘 대화,뮤지컬 보 초대 받 오 어쩐지 그렇 나 못 보 이유 있 티켓 워낙 비싸 말 티켓 비싸 거 보 거 상관 있 보 일주일 굶 그러 진짜 말 웃기 거지 같 살 너무 워낙 가난 사 있 돈 벌벌 떨 알 가난 취미 생활 못 밥 못 먹 살 이 그러 하루빨리 가난 벗어나 공연 끝 간신히 보 모르 나중 보 얘기 눈치 보 없
갈취 대화,학생 회비 입금 보내 보내 쓰이 학생회비 전 학생 회비 내 기억 있 전 학생 회비 걷 부 족하 말 선배 졸업 선물 쓰이 예정 정확 예산안 보 너무 많 돈 같 장부 정리 보내드 미리미리 예산 정하 학생 회비 걷 이상 오늘 안 보내 학교 신고 잠시 기다리
직장 내 괴롭힘 대화,오 과장 나이 먹 똑바로 못 만년 과장 모양 밑 있 직원 보 배우 면목 없 하 모가지 알 라 옷차림 옷차림 말 꼴 보 싫 썩 꺼지
갈취 대화,치 다보 가 쳐다보 지금 굉장히 심리 불안 말씀 치 다보 지금 심리 불안 손 떨리 그렇 안 쳐다보 쳐다보 본거지 자꾸 이상 소리 해 경찰 서 병원 가 보상 받 전 쳐다보 없 지금 떨리 눈동자 손 해결 보상 주 죄 송 하 왜 이러
협박 대화,새끼 말 안 듣 시키 안 하 그러 말 맞 정신 차리 때리 말 좀 제대로 들 이번 주 하 안 하 죽 알 안 하 면 어쩌 가족 가만 안 두 가족 그냥 두 하 보 결정
직장 내 괴롭힘 대화,지금 하 겁 김 대리 가져가 전무 하 같 잘 못 부분 알리 다시 처음 똑바로 하 되 하 여하튼 후진 학교 나오 티 나 김 대리 이렇 월급 날 로 먹 미안 다시 되 이렇 엉망진창 시간 잡아먹 시간 낭비 박 대리 들어오 해 시작 프로젝트고 크 도맡 하 있 상무 도대체 생각 나가
기타 괴롭힘 대화,고모 오 모의고사 등급 받 등급 등급 대학 가 있 이름 있 가 가 있 스카이 대학 가 애니메이션 학과 스카이 없 생각 하 성적 유명 만화가 보 다 명문대 출신 사람 많 알 집 애 부모 다 엉망
기타 괴롭힘 대화,비호감 얼굴 가리 다니 없 얼굴 여드름 존 역겹 기름 보 더럽 진짜 미안 귤껍질 피부 왜 저 렇 가리 다닐
협박 대화,말 같 소리 하 잘 알 팁 영상 올리 주관 알 상식 따르 영상 내용 맞 소비자 좋 정보 드리 개소리 마 바닥 생활 허위 영상 글 올리 앞 영상 올리 유튜브 다 상식 상자 모르 유튜브 쓰레기 같 영상 작 사람 피하 보 대체 왜 그러 욕하 정보 제공 소비자 구독자 알리 잘못 되 영상 안 내리 사과 안 하 유투 브 집 딸 신상 다 있 다 가만 안 두 다 죽이 말 같 협박 하 말 같 소리 지켜보 딸 죽 아내 강간 집안 쑥대밭 만들 기다리 보이 댓 글 증거 다 추적 사이버 수사대 민원 넣 소 선처 없
기타 괴롭힘 대화,부모 나라셔 부모 아빠 인도 사람 엄마 중국 사람 셔 잡 종이 강아지 고양이 종 서로 섞이 교배 잡종 잡종 사람 잡종 그냥 혼혈 잡종 말 기분 나쁘 잡종 맞 잡종 잡종 하 다 외국인 한국 살 한국 기업 일 계시 잡종 한국 돈 받 일 진짜 잡종 완전 잡종 잡종 엄마 아빠 이제 한국인 한국 세금 그전 안 내 잡종 잡종 나라 돌아가 괜히 우리나라 물 흐리 나중 결혼 애 낳 외계 아님 생김새 말 사람 너무 기분 나쁘 예쁘 안 되
기타 괴롭힘 대화,안녕 고객 편하 입 언니 입 되 고객 옷 니트라 착용 불가 괜찮 진짜 입 마음 들 사 하 입 사장 알 혼나 안 색상 착용 어떻 별론데 화장품 안 묻 입 입 진짜 더럽 사 옷 입 가지 이렇 굴 이렇 장사 규칙 규칙 같 소리 하 언니 진짜 융통 없
갈취 대화,용돈 얼마 받 원 많이 받 지갑 꽉 차 정도 가져갈 안 생활비 돈 많잖 만 가져갈 돌리 주 구잖 잘 쓸 안 돌리
기타 괴롭힘 대화,안녕 듣 이번 전학 오 수진 잘 부탁 잘 부탁 새끼 미치 영철 얘 잘 부탁 래 잘 하 담배 사 오 담배 담배 지랄 모르 역겹 담배 모르 말 사 오 못 사 오 내일 없 알 사 오 알 정말 잘 하 미치 새끼 얘 들 담배 안 좋 학교 폭력 멈추
협박 대화,보이 이러 마 이러 메 스 날 잘 들 모르 일 이러 말 오 그러 모르 일 알 말 상관 없 간단히 장기 챙기 되 경찰 신고 신고 정신 좋 문화 시민 장난 늘 진짜 신고 하 괜찮 어차피 장기 떼 팔 경찰 무섭 짓 하 대 체 바라 겁 바라 댁 장기 좋 없 원하 있 사장 물어보 물어보 있 말 어찌 이대로 즐겁 시간 보내보 사장 마지막 통화 연결 해 드리
협박 대화,자식 살리 내 못 살리 다 죽이 최선 다 지금 위급 상황 장담 어렵 안 살리 애 되 보호자 이러 안 다 죽이 칼 휘두루
협박 대화,음 결정 불 태우 듣 잠깐 테이프 줄 갑자기 이러 겁 도대체 미치 선생 전 듣 있 분사 불 타 죽 가장 고통 죽음 줌 재 되 지금 하 말 잘 들 어리 친구 말 집 꺼지 공간 없이 절대 완성 없 공간 그렇 위하 만들 곳 살 안 되 말 음 말 하 전혀 모르 집 구입 소유 받아들이 십자가 걸 기름 붓 줄 머리 위 성냥 올리 줄 천천히 불 번지 뜨겁 타오르 시작 거대 촛불 되 정말 아름답 있 굉장히 고통 음 완전히 미치 지금 계속 미치 하 겁 말조심 건방지 친구 한순간 제정신 없 더 하 말 없 결정 듣 순간 알 나가 지금 나가 풀
갈취 대화,직원 월급 그렇 많이 가져가 불만 있 나가 노력 대가 다 받 나 싫 사장 원래 절 싫 중 떠나 사장 절 직장 뺏 돌 애초 회사 돈 못 만들 경호 팀 자식 끌어내
갈취 대화,돈 내놓 죽 돈 그리 많이 없 받 살 내놓 사 힘들 이렇 강도 짓 하 감사 감사 더 드리 돈 많이 있 많이 가지 진작 많이 안 주 말 더 내놓 목숨 아까
기타 괴롭힘 대화,아빠 회사 잘리 말 해 동네 소문 다 나 거짓말 숨기 가난 죄 잘리 있 이제 학원 못 나오 집 돈 없 아빠 잘리 학원 계속 다니 소문 내지 주 집 망하 다 알 소문 자존심 세우 돈 없 고개 잘 숙이 다니
갈취 대화,돈 내놓 저번 받 어림없 거래 끝나 그만 나가 이러 곤란 살인자 말 안 좋 말 하 내놓 각서 쓰 다시 돈 다르 하 안 되
기타 괴롭힘 대화,뚱 맞 안 아프 아프 맞 알 때리 보 애 들 해 아프 야야 동영 찍 찍 기술 쓰 알 기술 들어가 악 진짜 잘 찍히
직장 내 괴롭힘 대화,급하 최대한 빨리 처리 이제 퇴근 시간 되 퇴근 오늘 하 일 다 퇴근 아까 업무 맡기 내일 출근 조금 마무리 되 급하 하 처리 안 하 그냥 가 오 늘 마무리 퇴근 수고 퇴근
직장 내 괴롭힘 대화,커피 좀 마시 부장 저번 이야기 생각 어렵 같 별거 쉽 생각 서류 고치 그냥 업체 점수 조금 올리 되 엄연히 불법 부장 어허 불법 업체 다 업체 업체 일 크 다르 왜 부장 김 대리 그렇 안 보 사람 인품 좋 오 오냐 보이 없 보 구 회사 생활 하 하 부장 왜 그러
갈취 대화,말 돈 오늘 안 보내 있 음 저번 빌리 돈 아직 안 주 솔직히 울 엄마 병원비 보태 그렇 힘들 지금 엄마 병원비 못 내 엄마 되 정말 미치 여자 친구 돈 보 태 힘들 그냥 달 이직 다시 하 돈 갚 만들 되 알 하 지금 보내주 미안 생각 너무 없 맞 고맙 미안 역시 없 달 수술 받 하 달 부탁 진 짜 잘 알 준비 정말 최고 고맙
갈취 대화,이리 오 보 그러 왜 길 을 너무 이쁘 미안 잘못 보 미안 잘못 냐 하루 더 시간 주 장난 잔말 말 벗 벗 좋 보이 푸르 안 입 사정 빨리 안 벗 쌍
갈취 대화,돈 내놓 빌리 돈 줄 지금 내놓 돈 지금 돈 없 물건 내놓 싫 싫 돈 돈 없 없 없 없
기타 괴롭힘 대화,남자 친구 생기 이번 전 남자 친구 질 리 오래 만 나라 상관 소문 안 좋 맛집 소문나 맛집 남자 다 다 나 맛집 소 문나 걸레 소리 듣 싫 작작 만나
협박 대화,밤 하 시끄럽 잠 못 자 밤 하 자 자 쿵쾅거리 소리 윗집 집 있 옆집 말 되 소리 하 옆집 지금 여자 행 비 이사 가 나오 가족 무사 있 같 지금 협박 자꾸 시끄럽 가족 다 죽이 협박죄 고소
기타 괴롭힘 대화,그만 때리 재미있 아프 아프 때리 좋 때리 싫 얼굴 보 때리 못 생 기 미안 잘 못 하 맞 말 하 하
갈취 대화,현수 급하 그러 주 안 되 크 돈 지금 있 통장 있 아끼 쓰 애 적금통장 건들 안 되 금방 갚 안 부모 드리 말 왜 이러 사이 돈 갚 알 금방 갚 이상 사람 만들 확 패 보다 미안 빌리
갈취 대화,헤어지 갑자기 소리 하 너무 집착 심하 못 견디 그 렇 믿음 안 주 너 다 잘못 헤어지 생각 하 얘기 하 쉽 헤어지 있 같 협박 하 핸드폰 관련 엄청 많 안 무섭 얘기 헤어지 순간 인터넷 다 공개 하 계속 만나 좋
기타 괴롭힘 대화,안녕 자꾸 우 따 아아 재 미 미 재 미 버 없 재미 있 으 노 놀리 말 시 르 싫 어요 마 만 하 세 왜 놀리 은 나쁘 요
기타 괴롭힘 대화,번호 알리 싫 그러 스타일 번호 점 주 남자 친구 있 그러 번호 주 그러 그만 가 번호 주 그러 가 부담 그러 싫 그러 번호 주 세요 연락처 주 되 번호 찍 안 그 계속 쫓아가 신고 계속 쫓아오 땡 땡 다니 회사 알 상관 없 보 매일 찾아가
직장 내 괴롭힘 대화,신사원 이번 주 주말 골프 약속 있 알 이번 주 주말 딸 돌 잔치 예정 어렵 같 돌 잔칫날 미루 시간 미루 골프 약속 더 중요 모르 딸 생일 미룹 골프 약속 꼭 참여 부서 옮기 일부러 경력 없 학력 낮 골프 치 보 좋 부서 넣 배 부르 호의 계속 권리 아 보 평소 잘 가 이번 어쩌 없 골프 당연히 꼭 가 거짓말 치 가 싫 가 싫 말 일 싫 싫 말 자르 되 골프 데리 다니 착각 데 엄청 귀하 애 착각 딸 돌잔 치 미루 그전 꼭 끝내 그렇 나오 딸 돌잔치 가리 직장 잃 아침 집 앞 차 가지 오 알
기타 괴롭힘 대화,손 병신 한숨 쉬 손 병신 그렇 부르 병신 병신 그러 그렇 말 병신 아 손 똥 닦 말 하 새끼 형 말 말대답 때리 마 구 병신 새끼
직장 내 괴롭힘 대화,키스신 이사 오늘 커피 맛 왜 이렇 책상 청소 언제 하 오늘 하 먼지 이렇 많 다시 하 키스 신 쉽 커피 타 청소
기타 괴롭힘 대화,저번 가족 밥 먹 보 주말 엄마 아빠 동생 가족 같 그렇 다르 줍 날 주 엄마 아빠 키우 신 맞 키우 맞 그렇잖 완전 돼지 같 뚱 못생기 크크 돼지 같 정도 냐 미치 요즘 정도 가 사람 취급 못 받 나중 엄마 아빠 부르 사실 자식 충격 크 하 진짜
협박 대화,좀 풀 안 도망 가자 항 도망가 헤어지 안 헤어지 절대 못 헤어지 제발 좀 풀 너무 아프 싫 도망갈 알 엄마 아빠 걱정 다시 만나 기려 풀 혹시나 거짓말 죽이 부모 죽이 요새 뉴스 많이 나오 제발 이성 생각 이미 헤어지 한순간 이성 안 가
기타 괴롭힘 대화,돈 모 하 신경 꺼 쓰 거지 쓰 아끼 카페 안 가 주제 필요 살 어 어찌 그만 무시 잘 살 거지 부자 되 꺼지
협박 대화,돈 대체 언제 갚 미안 시간 주 오늘 주 더 이상 못 참 어떡하 지금 없 엄마 말 받 안 며칠 후 주 말 믿 같 으 정신 좀 차리 되 경찰서 가 신고 싫 나 안가 배 째
기타 괴롭힘 대화,주 점심 렙 수업 시간 휴대폰 쓰 안 되 못 하 하 하 지 하 잘못 걸리 거지 시키 이야기 죽 시간 부족 못 같 대 맞 하 래 맞 싫 못 같 맞 래 그냥 할 미안
기타 괴롭힘 대화,피아노 치 싫 손가락 없 유세 떨 이 비행기 치 못 치 보 때 의지 문제 손가락 없 비행기 못 치 흑 신 발 벗기 발 하 치 싫
협박 대화,차 내리 내리 마르 운전 내리 칼 치우 그러 건드리 오늘 사람 잘못 건드리 칼 치우 범죄야 저렇 운전 범죄 먼저 경적 울리 운전 하 경적 울리 다 죽
기타 괴롭힘 대화,지건 악 철괴 쓰 버티 다시 가 미안 찬호 람 악 병신 똑바로 하 하 미 안 찬호 너무 아프 은 수 잘 공부 잘 운동 잘 잘 하 미안 찬 호 제대로 하
직장 내 괴롭힘 대화,부장 이틀 휴가 내 하 이틀 할아버지 돌아가 보 내려가 보 같 할아버지 돌아가 가보 지금 바쁘 안 보이 책임감 없 휴가 많이 남 알 이틀 쉬 오 고생 파트너 생각 안 다녀오 열심히 하 요즘 지밖 모르
직장 내 괴롭힘 대화,한잔 따르 부장 짓 주변 친구 많 같 그렇 적 말 주변 참 아가씨 없 참 아가씨 외롭 마누라 애인 필요 대화 참한 친구 좀 소개 하 주변 친구 다 애인 있 대화 맛있 먹 부장 소개 사람 없
직장 내 괴롭힘 대화,대리 합 일 있 참 하 안 되 박 대리 항상 괴롭 히 괴롭히 대리 하 대리 하 싫 사람 알아보 거참 너무 하 앞 두 보 그러 말 회사 생활 잘 댁
기타 괴롭힘 대화,이리 오 보 안경 이상 존나 이상 극혐 이 엄마 사 엄마 시력 안 좋 존 찐따 말 심하 말 듣 싫 안경 바꾸 존 이상 너무
갈취 대화,사장 일주일 전 사간 쫄면 먹 배탈 난거 같 그렇 가요 음식 청결 만들 되 음식 먹 배탈 며칠 동안 고생 일 못 나가 절대 일 없 자꾸 하 인터넷 글 올리 아주 많이 유명 인플루언서 정말 더 신경 쓰 다예 요 겪 고통 병원비 아프 못 나가 보상 하 치료 비랑 위자료 주 병원 비랑 받 정신 피하 못 나 거 주 같 집 개 이름 이 보 사장 바쁘 사람 알 시간 다이아몬드예 병원비 책임지 하루 벌 하루 먹고살 무리 어쩌 없 올리 분식 음식 먹 배탈 나 죽 사장 나 모르 하 병원 처방전 다 끊 좋 대화 하 안
기타 괴롭힘 대화,개화 길 막히 지랄 좁 죽 꼬나보 그러 앞 막 기분 나쁘 진짜 꼴 보 싫 앞 조심 학교생활 힘들 싫 조심
기타 괴롭힘 대화,유산 유산 이번 몸 관리 잘 하 하 조심 다니 애 그냥 집 얌전히 있 힘들 임신 애 직장 임신 면 그냥 집 박히 아 휴 정말 어머님 집식 되 날 안 좋 일 생기 아 이렇 손주 보 있 하
갈취 대화,실례지 휠체어 타 장애인 휠체어 운전 어렵 돕와 잡 넵 알 형 인질 되 돈뭉 날 어떻 하 인질 삼 돈 요구 아버지 엄청나 부자더
직장 내 괴롭힘 대화,일 처리 하 기간 상품 못 오 그사이 손실 하 분명 업무 지시 하 끝 확인 하 가보 팀장 괜찮 대표 이렇 화나 대리 미리 하 하 말씀 하 없 하 하 사람 탓 하 어쨌든 실수 그냥 넘기 힘들 알 대리 팀 왜 저러 대리 상품 미리 준비 하 팀장 알 하 안 하 잖 모르 대체 대표 하 오
직장 내 괴롭힘 대화,주말 김군 지인 결혼식 있 그러 교수 딸 고등학생 알 수행 평가 실험 하 과외 주말 시간 안 나오 도와주 좋 결혼식 꼭 가 아침 리포트 쓰 실험 같 정말 친하 지인 더 이해 주말 보세
직장 내 괴롭힘 대화,목살 주문 받 목살 품절 김 매니저 얘기 넵 알 목살 인분 추가 잠 시 목살 주문 받 하 매니저 말 하 말 안 하 하 새끼 사장 내일 출근 마 같 새끼 필요 없 잘 생기 뽑 폐급 실수 너무 앞 잘 앞 같 소리 하 같 필요 없 썩 꺼지 사장 제 발요
갈취 대화,남편 코 고치 가슴 수술 알 모르 잘 되 애 갑자기 돈 좀 빌리 돈 없 치과 의사 사모 돈 없 남편 말 들 자연 미인 알 확 불 어 린다 말 있 친구 사이 친구 사이 돈 좀 빌리 나중 구하 꼭 갚 정말 꼭 갚 되 성형미인 비밀 지킬
기타 괴롭힘 대화,고릴 닮 풋 그러 우 우 고릴라 고릴라 흉내 좀 내보 고릴 흉내 내보 미안 반 친구 보 하 하 필요 없 빨리 흉내 내보 센다 우 우
협박 대화,시끄럽 잠 자 없 아 애 주 주 정말 다 문 열 문 열의 신랑 퇴근 다시 이야기 신랑 나발 집 살 없 문 열 문 열 내려가주 신고 신고 신고 전 다 죽이 문 열 그러 송 하 애 더 주의 키 애 무섭 울 무섭 울 그렇 뛰 다니 안 당하 사람 모르 문 열 다 죽이
직장 내 괴롭힘 대화,강대리 부르 일 없 보 왜 어 제 퇴근 일 있 일찍 퇴근 일 없 다 일 좀 하 알
기타 괴롭힘 대화,찐따 오늘 학교 오 학교 꼭 가 부모 말씀 찐따 부모 말씀 잘 듣 응 씻 와 냄 새나 미안 더 씻 갑 돈 넣 다니 내일 현금 꼭 챙기 숙제 대신 문제 틀리 되 알 알 열심히 하
기타 괴롭힘 대화,소주 갖 오 일 오 보 말 하 무시 무시 소주 시키 가져오 대답 하 가 오 알 사장 나오 하
기타 괴롭힘 대화,암바 하 악 암 바 너무 아프잖 너무 재밌잖 재미있 아프 눼 뮌 터 애프 대 구 따르 하 마 쓰레기 쓰레기 쓰레기 쓰레기 글 모르 최악 사람
갈취 대화,주 있 왜 요 버스비 없 딱 보 성인 신 같 없 지갑 두 오 갚 전화번호 알리 갚 그 러 돈 있 감사 전화번호 안 알리 도망가
직장 내 괴롭힘 대화,철민 내일 연가 쓰 과장 내일 연가 쓰 내일 연가 내 가 개인 프라이버시 말씀 드리 그렇 프라이버시 내일 중요 개인 용무 연가 쓰 어떡하 피하 사정 지금 개인 일 중요 회사일 안 중요 겐 말 피하 사정 그렇 안 보 사람 이기 구 내일 연차 취소
기타 괴롭힘 대화,다 주목 보 이쁘 아가씨 있 이쁘 다 보 좋 여 얼굴 보 장소 닥치 제발 만 이쁘 그 렇 나가 비키
협박 대화,목소리 잘 들리 안전 벨 트 신고 순간 차 터지 그러 그러 말 하 말 위 말 얹 마 지금 시동 걸 길 동 다리 출발 지금 알 잠시 아내 전화 오 음소거 하 경찰 지금 협박 전화 하 스피커 듣 늘 생각 생각 꽤 짧 딸 지금 등원 버스 있 폭탄 설치 안 하 방금 딸 죽이 무섭 하 되 전 죽이 되 제발 딸 건들 어린애 안 건드리 말 안 듣 자식 책임지 말 지금 길동 다리 가 박스 있 들 차 타 하 다 하 제발 딸 살리 박스 줍 되 다이너마이트 있 휴게소 멈추 차 설치 깨끗이 폭탄 없 애 손 사람 차 다이너마이트 붙이 안 찍히 전데 괜하 오해 받 돈 못 벌 딸 먹이 살리 하 안 하 먹이 살리 행동 딸 죽 있 정신 안 차리
갈취 대화,학생 가지 돈 다 내놓 경찰 신고 신고 학교 다 보 살리 죽 돈 다 내놓 돈 없 죽 패줄 제발 살리
갈취 대화,돈 내놓 학생 돈 없 말 되 지갑 열 지갑 없 방 금 버스 내리 보 구 차비 없 내놓 안 되 그러 그러 말 제발 돌려주
협박 대화,훔치 가 소리 돈 없 가져가 틀림없 내 돈 내놓 돈 돈 정말 돈 안 주 죽 죽 돈 내놓 정말 믿 돈 발 달리 도망가 돈 안 주 진짜 죽 죽 진정 천천히 찾아보 제발 가져가 그냥 다 죽
갈취 대화,있 다 내놓 살리 제발 있 다 주 목숨 살리 없 옷 비싸 보이 벗 제발 벗 돈 돈 뽑 드 그러 튀 리 제발 옷
직장 내 괴롭힘 대화,신입 부장 안녕 시계 예쁘 신입 사원 돈 많 부장 요새 젊 상사 돈 많 티 내 유행 보 버릇없 가 커피 타 오 알
갈취 대화,주민 등록증 잃어버리 알 고맙 고맙 말 찾아 원래 사례 금 같 주 사례금 찾 다행 모르 사람 찾 정보 다 들통 나 알 생각 정도 주 그렇 많이 싫 모르 인 등록증 사진 찍 불법 아냐 남 개인 정보잖 흘리 잃어버리 다니 잘못 잘 못 하
기타 괴롭힘 대화,야야 비키 보 가만히 앉 왜 뚱뚱 덩치 길 처 막 지나가 못 하 미안 덩치 소만 여자 맞 남자 다 덩치 살 빼 말 심하
협박 대화,더 말 안 듣 먹이 협박 겁 말 대꾸 다 하 도대체 그러 한마디 더 하 나 참 독약 음료수 압 보 먹 죽 하 되 계속 말 들 찾아오 알
기타 괴롭힘 대화,혜선 살찌 같 요즘 찌 많이 찌 보이 꽃돼지 같 귀엽 돼지 그렇 찌 귀엽 더 먹 고맙 근 더 먹 보 찌 알 얘기 기분 나쁘 이렇 귀엽 사람 이상 만 드네
직장 내 괴롭힘 대화,김사원 부장 어 제 시키 일 다 끝내 너무 많 아직 하 사원 때 야근 자처 맨날 열심히 살 김 사 원 퇴근 일 먼 저 정신 똑바로 차리 얼른 끝내 제대로 안 하 확 자르 열심히 하
기타 괴롭힘 대화,행복 드리 콜센터입 돕 아가씨 이름 필요 있 돕 일 아가씨 오늘 끝나 데리 가 살 상담 원 개인 정보 알리 없 말 다 하 말씀 가리 하 길 부탁 드리 지금 찾아가 상담원 향하 언어 폭행 처벌 대상 되 고객 제발 멈추 멈추 맘 지금 가 기다리 경찰 부르
기타 괴롭힘 대화,며 늘 아 하 아버님 아기 모유 수유 잘 먹 보 에이 남자 시아버지 젖 보 보 손주 잘 먹 보 잘 먹 며 늘 아가 가슴 크 그렇 모유 잘 나오 보 아버님 말
갈취 대화,전 빌리 가방 이제 주 좋 가방 전 상견례 하 빌리 가방 있 그때 가방 아직 조금 더 쓰 안 되 안 남편 월급 로 사 가방 말 상견례 때 빌리 하 알 시어머니 가방 이쁘 하 어머니 빌리 조금 더 기다리 내걸 허락 없이 남 빌리 어머 얘 남 알 날 앓 다 알 사이지 왜 조금 더 기다리 나 남 맞 내걸 허락 없이 빌리 가져오 아직 가방 계속 이러 그냥 가방 갖 튀 어쩌 가방 이름 적히 빌리 서류 쓰
직장 내 괴롭힘 대화,일 하 문제 있 리포트 오늘 내 하 오늘 저녁 다 정신 차리 혼나 하 마 애초 짓 오늘 저녁 일 오늘 감봉 세 정신 차리 경위서 작성 알
기타 괴롭힘 대화,빵 사 오 셔틀 빵 셔틀 죽 시간 없 미안 빨리 가 올 오 때 담배 사와 담배 좀 사 오 사 그냥 죽 말 너무 많 빨리 사 오 미안
직장 내 괴롭힘 대화,지금 보 가져오 문제 알리 시정 문제 눈 없 제대로 되 없 말씀 고치 말귀 못 알아듣 처음 끝 제대로 되 일절 없 다시 하 처음 처음 다 알 지금 한숨 쉬 잘 한숨
갈취 대화,짜장면 먹 갈래 가 되 친구잖 고맙 짜장면 먹 사 싫 싫 짜장면 그릇 대가리 처박히 살 알
갈취 대화,지연아 애플 펜슬 사 없 빌리 꼭 필요 나중 사 안 안 강의 듣 필기 아이패드 하 애플 펜슬 잃어버리 사 야한 말 정말 미안 돈 없 빌리 모으 남 돈 안 정말 미안 너무 경쟁자 친구 공부 정 돕 협조 있 빌리 벼터 용돈 받 전 돌리 줄 빌리 있 빌리
갈취 대화,구회장 이 랑 알 사이 까불 지 마 무섭 알 자시 하 사이 왜애 신수 훤하 회장 친구 사이 숨기 일 조용히 하 회장 친구 천정 빌리 하 지금 인간관계 발설 협박 협박 그렇 말 친하 사이 하 돈 오가 사이 빌리 돈 없 구회장 생각 보
협박 대화,친구 입 닥치 하 여친 말 잘 못 또박또박 말대 마 이러 잘못 잘 못 진짜 모르 진짜 못 알 안 먹 같 다리 몸뚱이 분지르 집 가두 알 미치 하 말 다시 말 토 달 죽 하 죽이 그렇 용기 있 죽이 같이 죽음 되 뒤지 맞 정신 차리 번 하 가만 안 있 사람
갈취 대화,머리 길 애 이리로 오 보 갑자기 반말 부르 짜증 나 오늘 담배 사 돈 없 배추 주 말 안 되 소리 하 바 쁘 군소리 빨리 내놓 오만 다르 요즘 돈 알 냐 본인 가 사 거지 구걸 이람 정말 좋 말 오가 때 주 낫 자꾸 귀찮 험하 꼴 보 자꾸 지체 맞 신고 무리 요구 말
기타 괴롭힘 대화,이상 해 이어폰 끼 이리 오 필요 오 오 오 말 많 일 오늘 셔틀 싫 얘 싫 하 학교생활 힘들 야 하 과자 봉 사
직장 내 괴롭힘 대화,신입 이리로 부르 부장 업무 받 부르 업무 지금 하 있 하 끝나 그리 말 많 예 가 차손세차 걸레 창문 박박 닦 세차 계속 묻 세차 세차 신입 부장 차 세 하 신고식 전통 회사 전통
협박 대화,좋 말 하 사귀 하 싫 협박이 통하 같 못 오늘 죽 죽 날 죽이 칼 폼 들 오 알 찌 용기 있 찌르 보 마지막 말 안 사귀 죽 목 칼 들어오 싫 가족 무사 이렇 협박 관계 진전 있 생각
